DUNS Number ,Country,Entity Type,Ownership Type,Employees Total,Revenue (USD),SIC Code,Year Found,Global Ultimate Country Name,Legal Status,Corporate Family Members,Market Value (USD),IT Budget,IT spend,No. of PC,No. of Desktops,No. of Laptops,No. of Routers,No. of Servers,No. of Storage Devices
639585461,CHINA               ,Subsidiary,Private,0,5869800,7373,2023.0,CHINA               ,3.0,369,28409832,528282,327534,5.5,5.5,5.5,0.0,5.5,5.5
639587072,CHINA               ,Subsidiary,Private,0,31775652,4911,2023.0,CHINA               ,3.0,369,131551199,857943,531924,5.5,5.5,5.5,0.0,0.0,0.0
638120536,CHINA               ,Subsidiary,Unknown,11,846967,8742,2022.0,CHINA               ,3.0,302,2854279,59288,36758,5.5,5.5,5.5,5.5,5.5,5.5
547785136,CHINA               ,Parent,Private,11,20071,7389,2001.0,CHINA               ,3.0,3,97144,1405,871,5.5,5.5,5.5,5.5,5.5,5.5
547819747,CHINA               ,Parent,Private,26,11742415,1521,2006.0,CHINA               ,3.0,2,35814366,281818,174727,5.5,5.5,5.5,5.5,5.5,5.5
547814448,CHINA               ,Subsidiary,Private,11,74422,6531,2002.0,CHINA               ,3.0,20,262710,6103,3783,5.5,5.5,5.5,5.5,5.5,5.5
638114792,CHINA               ,Subsidiary,Private,14,2684640,7359,2022.0,CHINA               ,3.0,20,10094246,217456,134822,5.5,5.5,5.5,5.5,5.5,5.5
547816040,CHINA               ,Parent,Private,11,21975,1531,2004.0,CHINA               ,3.0,2,67024,637,394,5.5,5.5,5.5,5.5,5.5,5.5
547810818,CHINA               ,Parent,Private,5,41606,5941,2007.0,CHINA               ,3.0,2,128563,1248,773,5.5,5.5,5.5,5.5,5.5,5.5
638152667,CHINA               ,Branch,Private,0,0,5812,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639650780,CHINA               ,Subsidiary,Private,25,1379300,7389,2023.0,CHINA               ,3.0,2,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
637982043,CHINA               ,Branch,Private,0,0,5944,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547812168,CHINA               ,Subsidiary,Private,12,475832,5921,2008.0,CHINA               ,3.0,2,1655895,14275,8850,5.5,5.5,5.5,5.5,5.5,5.5
547808268,CHINA               ,Subsidiary,Private,1,3091454,6517,1996.0,CHINA               ,3.0,36,10912833,250408,155252,5.5,5.5,5.5,5.5,5.5,5.5
547832241,CHINA               ,Parent,Private,39,21080640,6552,1993.0,CHINA               ,120.0,3,74414659,1728612,1071739,30.5,5.5,5.5,5.5,5.5,5.5
637985108,CHINA               ,Branch,Private,0,0,5099,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547816625,CHINA               ,Parent,Private,3,12306,6541,2003.0,CHINA               ,3.0,6,43440,1009,625,5.5,5.5,5.5,5.5,5.5,5.5
547811135,CHINA               ,Parent,Private,2,1301237,6512,2007.0,CHINA               ,3.0,2,4593367,105400,65348,5.5,5.5,5.5,5.5,5.5,5.5
547816609,CHINA               ,Parent,Private,0,36625,2759,2004.0,CHINA               ,3.0,2,108776,1355,840,5.5,5.5,5.5,0.0,0.0,0.0
638146368,CHINA               ,Subsidiary,Private,25,4391800,6552,2022.0,CHINA               ,3.0,14,15503054,355736,220556,30.5,5.5,5.5,5.5,5.5,5.5
547817394,CHINA               ,Parent,Private,5,22368499,6512,2005.0,CHINA               ,3.0,2,78960801,1834217,1137214,5.5,5.5,5.5,5.5,5.5,5.5
547817323,CHINA               ,Parent,Private,0,1259461,5912,2005.0,CHINA               ,3.0,2,3576869,27708,17178,5.5,5.5,5.5,0.0,0.0,0.0
547812194,CHINA               ,Subsidiary,Private,11,38090,6531,2008.0,CHINA               ,3.0,2,134458,3123,1936,5.5,5.5,5.5,5.5,5.5,5.5
547882233,CHINA               ,Parent,Private,16,10403758,3255,1996.0,CHINA               ,3.0,2,35164702,291305,180609,5.5,5.5,5.5,5.5,5.5,5.5
547937463,CHINA               ,Parent,Private,9,404194,5912,2000.0,CHINA               ,3.0,9,1147911,12126,7518,5.5,5.5,5.5,5.5,5.5,5.5
638164600,CHINA               ,Branch,Private,0,0,7363,2023.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
547814047,CHINA               ,Parent,Private,16,1301237,6512,2001.0,CHINA               ,3.0,3,4593367,105400,65348,5.5,5.5,5.5,5.5,5.5,5.5
547814225,CHINA               ,Subsidiary,Private,11,2044801,6512,2001.0,CHINA               ,3.0,42,7218148,165629,102689,5.5,5.5,5.5,5.5,5.5,5.5
637978238,CHINA               ,Subsidiary,Private,16,1714112,1799,2023.0,CHINA               ,3.0,11,5245183,42853,26568,5.5,5.5,5.5,5.5,5.5,5.5
547810112,CHINA               ,Parent,Private,12,57135,5734,2007.0,CHINA               ,3.0,3,172548,1028,637,5.5,5.5,5.5,5.5,5.5,5.5
638167666,CHINA               ,Branch,Private,0,0,8742,2023.0,CHINA               ,0.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547808264,CHINA               ,Parent,Private,8,1332125,6512,1996.0,CHINA               ,3.0,10,4702401,107902,66899,5.5,5.5,5.5,5.5,5.5,5.5
547818050,CHINA               ,Parent,Private,51,565109,6531,2005.0,CHINA               ,3.0,3,1994835,46339,28730,30.5,5.5,5.5,5.5,5.5,5.5
547817084,CHINA               ,Parent,Private,24,17580,6531,2005.0,CHINA               ,3.0,5,62057,1442,894,5.5,5.5,5.5,5.5,5.5,5.5
547813714,CHINA               ,Parent,Private,4,95225,6512,2000.0,CHINA               ,3.0,4,336144,7808,4840,5.5,5.5,5.5,5.5,5.5,5.5
547819493,CHINA               ,Parent,Private,0,129506,2899,2006.0,CHINA               ,3.0,2,578892,4792,2971,5.5,5.5,5.5,0.0,0.0,0.0
639594891,CHINA               ,Branch,Private,0,0,7389,2023.0,CAYMAN ISLANDS      ,3.0,878,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
547937518,CHINA               ,Parent,Private,65,86170679,5049,2003.0,CHINA               ,3.0,2,292980309,2498950,1549349,5.5,5.5,5.5,5.5,5.5,5.5
638100427,CHINA               ,Branch,Private,0,0,5812,2023.0,CHINA               ,3.0,560,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639590147,CHINA               ,Branch,Private,1,0,5989,2023.0,CHINA               ,3.0,154,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
639565861,CHINA               ,Branch,Private,0,0,273,2023.0,CHINA               ,3.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
638035655,CHINA               ,Subsidiary,Private,25,5330800,5082,2023.0,CHINA               ,3.0,2,18124720,159924,99152,5.5,5.5,5.5,5.5,5.5,5.5
638111564,CHINA               ,Subsidiary,Private,0,8820960,7359,2023.0,CHINA               ,3.0,16,33166810,714498,442988,5.5,5.5,5.5,0.0,5.5,5.5
547814071,CHINA               ,Parent,Private,25,4790111,6512,2001.0,CHINA               ,3.0,3,16909092,387999,240559,30.5,5.5,5.5,5.5,5.5,5.5
547780619,CHINA               ,Subsidiary,Private,100,5999800,2086,1998.0,CHINA               ,3.0,2,20579314,215993,133915,30.5,5.5,5.5,5.5,5.5,0.0
639636912,CHINA               ,Subsidiary,Private,25,4391800,6552,2023.0,CHINA               ,3.0,29,15503054,355736,220556,30.5,5.5,5.5,5.5,5.5,5.5
547810020,CHINA               ,Parent,Private,0,6506185,6512,2007.0,CHINA               ,3.0,3,22966833,527001,326740,5.5,5.5,5.5,0.0,5.5,5.5
547813987,CHINA               ,Subsidiary,Private,5,187196,6512,2001.0,CHINA               ,3.0,29,660802,15350,9517,5.5,5.5,5.5,5.5,5.5,5.5
547807668,CHINA               ,Parent,Private,13,272930,6512,1992.0,CHINA               ,3.0,29,963443,22380,13875,5.5,5.5,5.5,5.5,5.5,5.5
547813780,CHINA               ,Subsidiary,Private,64,293000,6531,2000.0,CHINA               ,3.0,3,1034290,24026,14896,30.5,5.5,5.5,5.5,5.5,5.5
547819477,CHINA               ,Branch,Private,5,29300,7379,2006.0,CHINA               ,3.0,451,141812,3223,1998,5.5,5.5,5.5,5.5,5.5,5.5
547817557,CHINA               ,Parent,Private,0,16115,2879,2005.0,CHINA               ,3.0,2,72034,596,369,5.5,5.5,5.5,0.0,0.0,0.0
639625707,CHINA               ,Branch,Private,1,0,8331,2023.0,CHINA               ,3.0,6,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
637982040,CHINA               ,Branch,Private,0,0,8331,2023.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638006905,CHINA               ,Branch,Private,0,0,8331,2023.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638038007,CHINA               ,Subsidiary,Private,15,557970,7999,2023.0,CHINA               ,3.0,20,1891518,39058,24215,5.5,5.5,5.5,5.5,5.5,5.5
547808259,CHINA               ,Subsidiary,Unknown,2,2182656,8999,1996.0,CHINA               ,3.0,43,0,176795,109612,5.5,5.5,5.5,5.5,0.0,0.0
547819325,CHINA               ,Subsidiary,Private,25,193380,5045,2006.0,CHINA               ,3.0,5,657492,5801,3596,5.5,5.5,5.5,5.5,5.5,5.5
547818626,CHINA               ,Subsidiary,Unknown,8,2182656,8999,2006.0,CHINA               ,3.0,3,0,176795,109612,5.5,5.5,5.5,5.5,5.5,5.5
547819364,CHINA               ,Parent,Private,9,73250,6531,2006.0,CHINA               ,3.0,4,258572,6006,3723,5.5,5.5,5.5,5.5,5.5,5.5
637989496,CHINA               ,Branch,Private,0,0,7363,2022.0,CHINA               ,3.0,10,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639608490,CHINA               ,Subsidiary,Private,26,3015350,4813,2022.0,CHINA               ,3.0,2,9136510,87445,54215,30.5,5.5,5.5,5.5,5.5,5.5
547815913,CHINA               ,Subsidiary,Private,15,60212,8999,2003.0,CHINA               ,3.0,7,0,4215,2613,5.5,5.5,5.5,5.5,5.5,5.5
638139727,CHINA               ,Subsidiary,Unknown,15,443445,8748,2022.0,CHINA               ,3.0,3,2549809,31041,19245,5.5,5.5,5.5,5.5,5.5,5.5
547811264,CHINA               ,Parent,Unknown,822,25931,8748,2007.0,CHINA               ,3.0,2,149103,1815,1125,75.5,0.0,0.0,75.5,0.0,125.5
547819716,CHINA               ,Subsidiary,Private,8,359365,6531,2006.0,CHINA               ,3.0,6,1268558,29468,18270,5.5,5.5,5.5,5.5,5.5,5.5
639646119,CHINA               ,Subsidiary,Unknown,15,443445,8748,2023.0,CHINA               ,3.0,3,2549809,31041,19245,5.5,5.5,5.5,5.5,5.5,5.5
638172883,CHINA               ,Subsidiary,Unknown,11,846967,8742,2023.0,CHINA               ,3.0,2,2854279,59288,36758,5.5,5.5,5.5,5.5,5.5,5.5
547834288,CHINA               ,Parent,Private,660,13575623,3255,2000.0,CHINA               ,3.0,4,45885606,380117,235672,75.5,0.0,0.0,75.5,0.0,125.5
638017092,CHINA               ,Subsidiary,Private,30,2756040,4212,2023.0,CHINA               ,3.0,7,8929570,79925,49553,30.5,5.5,5.5,5.5,5.5,5.5
638103134,CHINA               ,Subsidiary,Unknown,11,846967,8742,2022.0,CHINA               ,3.0,9,2854279,59288,36758,5.5,5.5,5.5,5.5,5.5,5.5
637960974,CHINA               ,Branch,Private,0,0,7359,2022.0,CHINA               ,3.0,20,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639588282,CHINA               ,Branch,Private,0,0,7922,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
547816229,CHINA               ,Parent,Private,9,581752,5052,2004.0,CHINA               ,3.0,2,1977957,17453,10820,5.5,5.5,5.5,5.5,5.5,5.5
638037642,CHINA               ,Subsidiary,Unknown,0,0,9999,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
547819710,CHINA               ,Branch,Private,137,24293216,5311,2010.0,CHINA               ,3.0,37,43970721,437278,271112,75.5,5.5,0.0,30.5,5.5,0.0
639520245,CHINA               ,Branch,Private,0,0,4731,2023.0,CHINA               ,3.0,6669,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547819118,CHINA               ,Parent,Private,5,868940,7319,2006.0,CHINA               ,3.0,2,4205670,60826,37712,5.5,5.5,5.5,5.5,5.5,5.5
547810328,CHINA               ,Parent,Private,0,3205113,3442,2007.0,CHINA               ,3.0,2,11890969,115384,71538,5.5,5.5,5.5,0.0,0.0,0.0
638015689,CHINA               ,Subsidiary,Private,30,7665240,5143,2022.0,CHINA               ,3.0,2,17936662,229957,142573,5.5,5.5,5.5,5.5,5.5,5.5
547891747,CHINA               ,Subsidiary,Nonprofit,0,64099700,4841,1985.0,CHINA               ,101.0,6,194222091,1730692,1073029,5.5,5.5,5.5,0.0,0.0,0.0
547807555,CHINA               ,Subsidiary,Private,15,3077,5949,1990.0,CHINA               ,3.0,14,7416,92,57,5.5,5.5,5.5,5.5,5.5,5.5
547882423,CHINA               ,Branch,Private,3,0,3241,1993.0,CHINA               ,3.0,4,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
547808265,CHINA               ,Subsidiary,Private,11,77067,6531,1996.0,CHINA               ,3.0,2,272047,6319,3917,5.5,5.5,5.5,5.5,5.5,5.5
547807756,CHINA               ,Subsidiary,Private,81,24618330,1241,2008.0,CHINA               ,3.0,2172,0,664695,412110,5.5,5.5,5.5,5.5,5.5,5.5
547811326,CHINA               ,Subsidiary,Private,210,10141740,3241,2007.0,CHINA               ,3.0,2172,34279081,283969,176060,300.5,5.5,0.0,30.5,5.5,0.0
547813523,CHINA               ,Subsidiary,Private,178,665799,1222,2006.0,CHINA               ,3.0,2172,0,18642,11558,30.5,5.5,0.0,30.5,5.5,5.5
547814998,CHINA               ,Subsidiary,Private,13,535311,1521,2002.0,CHINA               ,3.0,4,1632699,15524,9624,5.5,5.5,5.5,5.5,5.5,5.5
639629218,CHINA               ,Parent,Private,9,2103345,7373,2023.0,CHINA               ,3.0,2,10180190,189301,117366,5.5,5.5,5.5,5.5,5.5,5.5
638021914,CHINA               ,Subsidiary,Private,0,8471950,4731,2023.0,CHINA               ,3.0,211,21264594,245687,152325,5.5,5.5,5.5,0.0,0.0,0.0
638034735,CHINA               ,Subsidiary,Unknown,12,808440,8331,2023.0,CHINA               ,3.0,8,3403532,56591,35086,5.5,5.5,5.5,5.5,5.5,5.5
547810728,CHINA               ,Parent,Private,30,73250,5261,2007.0,CHINA               ,3.0,16,238795,1318,817,30.5,5.5,5.5,5.5,5.5,5.5
547812587,CHINA               ,Parent,Private,7,36625,3567,2008.0,CHINA               ,3.0,2,146866,1355,840,5.5,5.5,5.5,5.5,5.5,5.5
547809786,CHINA               ,Parent,Private,0,4218418,2789,2000.0,CHINA               ,3.0,2,12528701,151863,94155,5.5,5.5,5.5,0.0,0.0,0.0
638041071,CHINA               ,Subsidiary,Private,25,1379300,7389,2023.0,CHINA               ,3.0,2,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
637981953,CHINA               ,Branch,Private,0,0,273,2023.0,CHINA               ,3.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
547816831,CHINA               ,Subsidiary,Private,11,71053,6531,2004.0,CHINA               ,3.0,3,250817,5826,3612,5.5,5.5,5.5,5.5,5.5,5.5
547818926,CHINA               ,Parent,Private,9,198508,1531,2006.0,CHINA               ,3.0,2,605449,5757,3569,5.5,5.5,5.5,5.5,5.5,5.5
638118261,CHINA               ,Subsidiary,Private,16,1714112,1799,2022.0,CHINA               ,3.0,3,5245183,42853,26568,5.5,5.5,5.5,5.5,5.5,5.5
639545970,CHINA               ,Branch,Private,0,0,7922,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639598246,CHINA               ,Subsidiary,Private,41,2005515,7373,2022.0,CHINA               ,3.0,2,9706693,180496,111907,30.5,5.5,5.5,5.5,5.5,5.5
547811176,CHINA               ,Parent,Private,14,10841,6541,2007.0,CHINA               ,3.0,2,38269,889,551,5.5,5.5,5.5,5.5,5.5,5.5
547853106,CHINA               ,Subsidiary,Private,15,100110,5169,1998.0,CHINA               ,3.0,6,234257,3003,1861,5.5,5.5,5.5,5.5,5.5,5.5
638043501,CHINA               ,Subsidiary,Private,19,2612139,4724,2023.0,CHINA               ,3.0,50,6556469,75752,46966,5.5,5.5,5.5,5.5,5.5,5.5
547810191,CHINA               ,Parent,Private,35,288459,5734,2007.0,CHINA               ,3.0,2,871146,5192,3219,30.5,5.5,5.5,5.5,5.5,5.5
639538736,CHINA               ,Subsidiary,Unknown,20,1756880,8071,2023.0,CHINA               ,3.0,2,5622016,144064,89319,5.5,5.5,5.5,5.5,5.5,5.5
728821614,CHINA               ,Parent,Private,3,3162096,6552,2018.0,CHINA               ,3.0,2,11162199,256130,158800,5.5,5.5,5.5,5.5,5.5,5.5
547821215,CHINA               ,Parent,Private,275,105567360,1522,2000.0,CHINA               ,3.0,22,321980448,2005780,1243583,30.5,5.5,0.0,30.5,5.5,5.5
728777127,CHINA               ,Subsidiary,Private,90,10224360,3274,2016.0,CHINA               ,3.0,6,34558337,286282,177494,30.5,5.5,5.5,5.5,5.5,5.5
547748766,CHINA               ,Parent,Private,30,2071350,2512,2007.0,CHINA               ,3.0,6,6939022,74569,46232,30.5,5.5,5.5,5.5,5.5,5.5
638034669,CHINA               ,Subsidiary,Unknown,0,0,9999,2023.0,CHINA               ,3.0,4,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639508192,CHINA               ,Subsidiary,Unknown,11,846967,8742,2023.0,CHINA               ,3.0,6,2854279,59288,36758,5.5,5.5,5.5,5.5,5.5,5.5
637961620,CHINA               ,Branch,Unknown,0,0,8748,,CHINA               ,0.0,14,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728760496,CHINA               ,Branch,Private,148,0,6519,2014.0,CHINA               ,3.0,158,0,0,0,75.5,5.5,0.0,30.5,0.0,125.5
728834830,CHINA               ,Subsidiary,Private,25,4391800,6552,2019.0,CHINA               ,3.0,292,15503054,355736,220556,30.5,5.5,5.5,5.5,5.5,5.5
728834732,CHINA               ,Subsidiary,Private,25,4391800,6552,2019.0,CHINA               ,3.0,292,15503054,355736,220556,30.5,5.5,5.5,5.5,5.5,5.5
639561768,CHINA               ,Branch,Unknown,0,0,8748,,CHINA               ,0.0,17,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547777360,CHINA               ,Subsidiary,Private,14,3004569,7389,2003.0,CHINA               ,3.0,405,14542114,243370,150889,5.5,5.5,5.5,5.5,5.5,5.5
639652180,CHINA               ,Branch,Private,1,0,7336,,CHINA               ,0.0,20,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
547807693,CHINA               ,Branch,Private,120,0,3251,,CHINA               ,3.0,3,0,0,0,75.5,5.5,5.5,30.5,5.5,0.0
728855436,CHINA               ,Branch,Private,2,85081,8748,2012.0,CHINA               ,3.0,13,489216,5956,3692,5.5,5.5,5.5,5.5,0.0,0.0
728901952,CHINA               ,Parent,Private,12,223970,272,2013.0,CHINA               ,3.0,2,0,8511,5276,0.0,0.0,0.0,0.0,0.0,0.0
728862620,CHINA               ,Parent,Private,0,2113584,5084,2011.0,CHINA               ,3.0,4,7186186,63408,39312,5.5,5.5,5.5,0.0,0.0,0.0
728899622,CHINA               ,Subsidiary,Private,5,130377,6519,2010.0,CHINA               ,3.0,2,460231,10691,6628,5.5,5.5,5.5,5.5,5.5,5.5
637969938,CHINA               ,Subsidiary,Private,25,1379300,7389,2022.0,CHINA               ,3.0,4,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
728801273,CHINA               ,Subsidiary,Unknown,27,2696301,8741,2009.0,CHINA               ,3.0,4,9086534,218400,135408,30.5,5.5,5.5,5.5,5.5,5.5
638023558,CHINA               ,Subsidiary,Unknown,11,846967,8742,2023.0,CHINA               ,3.0,2,2854279,59288,36758,5.5,5.5,5.5,5.5,5.5,5.5
547878784,CHINA               ,Branch,Private,18,136538,7319,2003.0,CHINA               ,3.0,55,660844,9558,5925,5.5,5.5,5.5,5.5,5.5,5.5
547880297,CHINA               ,Branch,Private,4,0,7319,2005.0,CHINA               ,3.0,55,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
547876447,CHINA               ,Branch,Private,6,820400,7319,2005.0,CHINA               ,3.0,55,3970736,57428,35605,5.5,5.5,5.5,5.5,5.5,5.5
639512801,CHINA               ,Subsidiary,Private,14,2684640,7359,2023.0,CHINA               ,3.0,74,10094246,217456,134822,5.5,5.5,5.5,5.5,5.5,5.5
639641622,CHINA               ,Branch,Private,1,0,7373,,CHINA               ,0.0,2,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
637974180,CHINA               ,Branch,Private,1,0,8711,2023.0,CHINA               ,3.0,60,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
638050176,CHINA               ,Branch,Private,0,0,7336,2023.0,CHINA               ,3.0,60,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639573197,CHINA               ,Branch,Private,0,0,8742,2023.0,CHINA               ,3.0,60,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639624141,CHINA               ,Branch,Private,1,0,8711,2023.0,CHINA               ,3.0,60,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
638011768,CHINA               ,Branch,Private,0,0,8711,2023.0,CHINA               ,3.0,46,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639610623,CHINA               ,Subsidiary,Private,16,1277334,7371,2023.0,CHINA               ,3.0,9,6182297,114960,71275,5.5,5.5,0.0,5.5,5.5,5.5
547910815,CHINA               ,Subsidiary,Private,689,1910146,2079,1996.0,HONG KONG           ,120.0,3,6551801,68765,42634,75.5,0.0,0.0,75.5,0.0,125.5
638157538,CHINA               ,Branch,Private,0,0,5995,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728869255,CHINA               ,Subsidiary,Private,8,117040,161,2014.0,CHINA               ,3.0,20,0,4448,2757,0.0,0.0,0.0,0.0,0.0,0.0
728849750,CHINA               ,Branch,Private,1,0,1521,2016.0,CHINA               ,3.0,91,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
639538125,CHINA               ,Branch,Private,1,0,1799,2023.0,CHINA               ,3.0,12,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
547855924,CHINA               ,Branch,Private,110,0,3241,,CHINA               ,3.0,2,0,0,0,75.5,5.5,5.5,30.5,5.5,0.0
639617503,CHINA               ,Subsidiary,Private,45,2124810,2099,,CHINA               ,0.0,171,7288098,76493,47425,30.5,5.5,5.5,5.5,5.5,5.5
639570400,CHINA               ,Subsidiary,Private,41,2005515,7373,2023.0,CHINA               ,3.0,2,9706693,180496,111907,30.5,5.5,5.5,5.5,5.5,5.5
547943111,CHINA               ,Parent,Private,0,4360573,7372,1996.0,CHINA               ,8.0,8,21105173,479663,297391,5.5,5.5,5.5,0.0,5.5,5.5
638056006,CHINA               ,Subsidiary,Private,12,689820,721,2023.0,CHINA               ,3.0,3,0,26213,16252,0.0,0.0,0.0,0.0,0.0,0.0
638056236,CHINA               ,Subsidiary,Private,12,689820,721,2023.0,CHINA               ,3.0,5,0,26213,16252,0.0,0.0,0.0,0.0,0.0,0.0
728765417,CHINA               ,Parent,Private,0,73150,161,2016.0,CHINA               ,3.0,2,0,2780,1723,0.0,0.0,0.0,0.0,0.0,0.0
638072968,CHINA               ,Branch,Unknown,1,0,8742,,CHINA               ,0.0,7,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
639595782,CHINA               ,Branch,Private,0,0,4813,,CHINA               ,0.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728748726,CHINA               ,Subsidiary,Private,25,1379300,7389,2014.0,CHINA               ,3.0,2,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
728825754,CHINA               ,Parent,Unknown,11,2167054,8299,2015.0,CHINA               ,3.0,2,6522833,93183,57773,5.5,5.5,5.5,5.5,5.5,5.5
728838287,CHINA               ,Branch,Private,0,0,5999,2015.0,CHINA               ,3.0,10,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547847314,CHINA               ,Parent,Unknown,0,1425440,8062,,CHINA               ,0.0,4,4561408,116886,72469,5.5,5.5,5.5,0.0,0.0,0.0
728824472,CHINA               ,Subsidiary,Private,5,438000,6519,2018.0,CHINA               ,3.0,16,1546140,35916,22267,5.5,5.5,5.5,5.5,5.5,5.5
639679116,CHINA               ,Subsidiary,Private,13,3375190,6722,2023.0,CHINA               ,3.0,16,0,239638,148575,5.5,5.5,5.5,5.5,5.5,5.5
639592556,CHINA               ,Subsidiary,Unknown,11,846967,8742,2023.0,CHINA               ,3.0,4,2854279,59288,36758,5.5,5.5,5.5,5.5,5.5,5.5
638089329,CHINA               ,Subsidiary,Private,29,1277334,7371,2022.0,CHINA               ,3.0,3,6182297,114960,71275,30.5,5.5,0.0,5.5,5.5,5.5
639573129,CHINA               ,Branch,Private,0,0,5812,2023.0,CHINA               ,3.0,4,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639605339,CHINA               ,Subsidiary,Unknown,0,0,9999,2022.0,CHINA               ,3.0,8,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
638087433,CHINA               ,Subsidiary,Private,200,4935200,3692,2022.0,CHINA               ,3.0,9,18358944,177667,110153,300.5,5.5,0.0,30.5,5.5,0.0
638112256,CHINA               ,Branch,Private,0,0,4724,2022.0,CHINA               ,3.0,9,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638018955,CHINA               ,Subsidiary,Private,25,1379300,7389,2023.0,CHINA               ,3.0,6,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
638081209,CHINA               ,Subsidiary,Unknown,15,443445,8748,2022.0,CHINA               ,3.0,2,2549809,31041,19245,5.5,5.5,5.5,5.5,5.5,5.5
639542127,CHINA               ,Parent,Partnership,0,352000,8742,2023.0,CHINA               ,12.0,2,1186240,24640,15276,5.5,5.5,5.5,0.0,0.0,0.0
638051973,CHINA               ,Subsidiary,Private,12,1203780,7922,2023.0,CHINA               ,3.0,4,3828020,97506,60453,5.5,5.5,5.5,5.5,5.5,5.5
639598071,CHINA               ,Branch,Unknown,0,0,8711,2020.0,CHINA               ,3.0,16,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
637986991,CHINA               ,Branch,Private,0,0,5441,2023.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638085821,CHINA               ,Subsidiary,Private,25,1379300,7389,2022.0,CHINA               ,3.0,2,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
547896717,CHINA               ,Parent,Private,41,18156390,5199,2000.0,CHINA               ,3.0,4,59916087,526535,326451,5.5,5.5,5.5,5.5,5.5,5.5
547854178,CHINA               ,Subsidiary,Private,11,46587,6531,2005.0,CHINA               ,3.0,2,164452,3820,2368,5.5,5.5,5.5,5.5,5.5,5.5
547801486,CHINA               ,Parent,Unknown,60,29593,8721,2008.0,CHINA               ,3.0,5,93810,2072,1284,30.5,5.5,5.5,5.5,5.5,5.5
547888425,CHINA               ,Subsidiary,Private,25,5402362,6552,2003.0,CHINA               ,3.0,11,19070338,437591,271306,30.5,5.5,5.5,5.5,5.5,5.5
547804226,CHINA               ,Subsidiary,Private,3,46148,8712,2006.0,CHINA               ,3.0,3,155519,3230,2002,5.5,5.5,5.5,5.5,0.0,0.0
547804261,CHINA               ,Subsidiary,Private,10,139175,3442,2006.0,CHINA               ,3.0,7,516339,5149,3192,5.5,5.5,5.5,5.5,5.5,5.5
